crop,state,season,area_hectares,production_tons,rainfall_mm,fertilizer_kg_ha
Apple,Uttar Pradesh,Whole Year,0.53,4.77,925.4,77.0
Rice,Maharashtra,Whole Year,17.35,51.21,864.4,117.2
Grapes,Goa,Whole Year,28.46,513.25,813.7,170.9
Banana,Karnataka,Kharif,42.56,1658.1,1152.5,172.7
Maize,Madhya Pradesh,Zaid,43.49,213.78,1047.9,113.5
Apple,Rajasthan,Kharif,37.91,462.07,853.6,104.8
Banana,Goa,Whole Year,37.59,1536.37,1306.2,196.2
Chickpea,Gujarat,Kharif,35.69,40.18,250.3,30.4
Chickpea,Karnataka,Kharif,10.24,12.03,284.5,62.7
Potato,Tamil Nadu,Zaid,27.91,568.02,973.9,159.7
Potato,Gujarat,Whole Year,6.77,125.62,612.3,171.0
Tomato,Haryana,Kharif,3.04,71.77,706.5,183.0
Apple,Rajasthan,Whole Year,12.25,166.81,799.8,108.0
Tomato,Karnataka,Kharif,29.52,673.9,636.6,155.6
Apple,Haryana,Zaid,4.17,47.78,904.2,77.5
Grapes,Gujarat,Kharif,18.05,290.19,721.2,167.1
Rice,Karnataka,Kharif,47.12,195.76,1208.5,140.4
Rice,Maharashtra,Rabi,49.95,136.68,803.2,120.3
Apple,Punjab,Kharif,34.34,382.96,808.6,92.4
Maize,Goa,Rabi,1.81,7.72,779.5,111.4
Tomato,Gujarat,Whole Year,21.48,345.44,759.7,172.2
Maize,Haryana,Zaid,26.83,86.21,678.4,86.5
Wheat,Karnataka,Kharif,46.27,237.22,729.6,145.0
Cotton,Karnataka,Zaid,34.1,80.93,1023.6,84.7
Potato,Goa,Zaid,35.57,582.78,508.0,141.6
Apple,Rajasthan,Zaid,48.85,593.45,925.6,90.3
Maize,Karnataka,Rabi,27.61,138.97,765.5,110.1
Chickpea,Uttar Pradesh,Kharif,5.58,6.0,227.3,73.7
Potato,Gujarat,Kharif,37.47,641.81,395.0,173.4
Chickpea,Punjab,Zaid,12.18,20.78,200.0,20.7
Apple,Madhya Pradesh,Whole Year,6.44,48.18,813.5,119.0
Apple,Goa,Rabi,1.99,18.35,958.8,86.3
Maize,Goa,Whole Year,34.14,157.07,697.7,114.6
Rice,Maharashtra,Rabi,30.56,122.11,854.0,123.0
Rice,Rajasthan,Kharif,29.14,86.77,995.9,116.0
Chickpea,Maharashtra,Zaid,48.32,79.33,317.3,38.9
Cotton,Rajasthan,Whole Year,37.26,64.09,594.2,132.8
Apple,Madhya Pradesh,Rabi,37.53,434.07,868.6,136.8
Cotton,Gujarat,Kharif,13.17,37.63,709.2,116.0
Rice,Haryana,Whole Year,30.83,144.1,926.8,136.9
Maize,Tamil Nadu,Whole Year,35.08,154.42,811.3,94.9
Maize,Tamil Nadu,Rabi,23.43,112.19,934.2,142.5
Grapes,Tamil Nadu,Zaid,1.59,21.02,719.0,121.2
Wheat,Gujarat,Zaid,12.1,50.91,520.5,180.3
Cotton,Gujarat,Whole Year,12.21,21.57,597.9,94.6
Chickpea,Uttar Pradesh,Whole Year,39.75,62.49,351.5,80.0
Banana,Punjab,Whole Year,35.56,1478.6,1377.9,213.4
Banana,Uttar Pradesh,Whole Year,19.75,554.71,1086.5,224.9
Chickpea,Madhya Pradesh,Zaid,23.52,43.3,401.6,87.5
Rice,Haryana,Kharif,24.54,99.62,1083.4,153.2
Wheat,Rajasthan,Whole Year,9.73,47.42,403.5,184.1
Maize,Gujarat,Zaid,30.84,161.15,740.3,111.4
Cotton,Tamil Nadu,Kharif,24.86,66.2,880.7,102.7
Banana,Gujarat,Rabi,7.92,218.24,1074.1,190.9
Rice,Tamil Nadu,Whole Year,8.49,24.62,1308.4,70.8
Apple,Haryana,Whole Year,42.18,517.63,858.5,94.5
Apple,Uttar Pradesh,Whole Year,46.22,550.24,1029.1,120.4
Cotton,Maharashtra,Zaid,36.64,77.95,842.4,85.8
Cotton,Tamil Nadu,Rabi,10.36,27.64,873.6,130.2
Tomato,Goa,Rabi,1.25,30.61,926.0,176.6
Cotton,Madhya Pradesh,Rabi,13.92,26.2,860.0,57.6
Banana,Goa,Rabi,15.27,633.72,1288.0,186.8
Banana,Tamil Nadu,Zaid,27.97,1243.48,1246.3,200.5
Grapes,Uttar Pradesh,Kharif,11.92,217.05,1040.3,146.0
Rice,Tamil Nadu,Whole Year,40.32,141.55,1113.0,76.0
Maize,Rajasthan,Zaid,11.14,50.25,801.0,142.2
Tomato,Punjab,Rabi,28.05,494.79,718.6,129.4
Cotton,Rajasthan,Rabi,26.44,72.59,888.3,75.5
Chickpea,Tamil Nadu,Whole Year,45.73,85.0,270.6,59.9
Cotton,Goa,Zaid,5.49,12.23,708.5,119.9
Apple,Maharashtra,Kharif,49.57,632.16,782.3,100.4
Potato,Goa,Whole Year,35.16,556.77,662.9,147.0
Rice,Uttar Pradesh,Whole Year,12.67,42.34,1108.4,109.1
Rice,Punjab,Rabi,33.72,130.07,940.1,163.2
Potato,Goa,Whole Year,17.37,224.69,387.2,173.3
Rice,Karnataka,Whole Year,5.94,18.67,1189.4,81.9
Chickpea,Uttar Pradesh,Whole Year,32.32,65.76,365.4,114.0
Maize,Uttar Pradesh,Zaid,12.97,80.44,1000.9,148.6
Cotton,Madhya Pradesh,Rabi,33.7,88.62,953.6,120.2
Rice,Goa,Zaid,30.07,93.82,917.3,139.5
Rice,Goa,Rabi,5.37,17.37,974.5,119.9
Apple,Madhya Pradesh,Zaid,8.33,109.06,1043.3,117.4
Wheat,Tamil Nadu,Zaid,1.26,5.01,328.7,166.9
Tomato,Gujarat,Zaid,44.05,840.98,470.0,142.1
Rice,Madhya Pradesh,Rabi,46.45,188.05,1227.0,117.0
Wheat,Maharashtra,Rabi,28.7,139.53,778.1,104.4
Wheat,Punjab,Whole Year,9.71,33.99,466.0,144.6
Wheat,Goa,Whole Year,7.03,36.92,663.3,120.7
Apple,Uttar Pradesh,Kharif,7.66,81.56,826.7,138.6
Banana,Gujarat,Rabi,41.2,1407.23,934.7,203.5
Maize,Gujarat,Whole Year,48.78,150.06,630.1,106.3
Grapes,Uttar Pradesh,Zaid,14.68,181.92,570.1,152.8
Tomato,Punjab,Zaid,46.7,1151.72,745.9,88.2
Tomato,Punjab,Rabi,7.33,156.76,681.4,201.5
Banana,Karnataka,Whole Year,49.49,1773.25,1050.2,211.7
Potato,Madhya Pradesh,Rabi,49.61,963.15,784.0,169.2
Apple,Rajasthan,Rabi,27.64,274.05,768.3,94.9
Chickpea,Haryana,Kharif,25.23,51.87,505.1,44.3
Banana,Karnataka,Rabi,41.74,1440.89,1423.9,179.9
Maize,Maharashtra,Zaid,38.88,98.26,587.9,109.5
Banana,Rajasthan,Whole Year,33.77,1223.5,1310.5,222.1
Cotton,Rajasthan,Kharif,31.92,55.63,877.4,91.7
Rice,Madhya Pradesh,Kharif,35.91,103.21,1119.1,106.8
Grapes,Haryana,Kharif,40.63,623.78,446.5,147.3
Apple,Goa,Zaid,3.75,49.51,657.7,99.1
Apple,Haryana,Kharif,23.25,266.96,778.5,81.6
Cotton,Punjab,Kharif,49.83,111.92,647.6,118.7
Chickpea,Madhya Pradesh,Kharif,2.53,4.91,554.0,60.7
Cotton,Karnataka,Kharif,9.13,19.23,675.9,80.8
Apple,Punjab,Kharif,16.17,170.84,461.8,73.2
Wheat,Punjab,Zaid,38.82,124.8,200.0,152.6
Chickpea,Goa,Zaid,36.24,73.5,758.6,65.5
Potato,Maharashtra,Rabi,48.97,1023.91,572.6,131.8
Apple,Uttar Pradesh,Kharif,7.33,75.59,780.1,83.9
Grapes,Karnataka,Whole Year,32.96,594.08,668.4,116.2
Rice,Karnataka,Rabi,19.11,64.28,962.1,128.1
Rice,Tamil Nadu,Rabi,6.6,21.94,1132.5,80.9
Chickpea,Goa,Whole Year,47.58,101.02,929.0,45.5
Potato,Uttar Pradesh,Rabi,29.92,600.75,536.0,131.2
Tomato,Rajasthan,Zaid,9.55,226.65,534.3,162.8
Tomato,Uttar Pradesh,Zaid,8.11,216.41,1031.0,143.3
Cotton,Goa,Zaid,29.01,66.72,992.2,78.8
Tomato,Gujarat,Kharif,11.2,230.99,822.7,181.3
Tomato,Uttar Pradesh,Rabi,0.53,11.24,904.5,143.9
Apple,Goa,Rabi,48.74,585.08,756.7,89.9
Apple,Uttar Pradesh,Kharif,42.38,538.46,739.9,151.6
Tomato,Rajasthan,Rabi,8.72,217.72,738.1,195.3
Cotton,Goa,Rabi,30.36,62.65,864.2,63.4
Cotton,Tamil Nadu,Rabi,25.39,83.29,978.1,114.6
Cotton,Haryana,Kharif,37.76,89.12,848.9,104.5
Wheat,Uttar Pradesh,Zaid,49.62,189.22,550.8,121.2
Banana,Haryana,Whole Year,23.53,754.95,1397.6,204.2
Maize,Gujarat,Rabi,15.87,73.22,897.6,138.5
Wheat,Uttar Pradesh,Whole Year,48.01,203.79,408.8,77.0
Banana,Karnataka,Rabi,8.3,255.09,1050.1,199.4
Potato,Haryana,Whole Year,15.47,287.03,682.0,171.0
Apple,Madhya Pradesh,Rabi,45.42,449.98,841.2,90.8
Potato,Gujarat,Zaid,39.64,891.1,551.7,190.4
Cotton,Maharashtra,Zaid,2.06,4.79,949.7,128.0
Grapes,Tamil Nadu,Kharif,21.58,286.01,646.4,150.1
Chickpea,Gujarat,Zaid,12.8,26.3,273.1,58.1
Grapes,Tamil Nadu,Rabi,25.79,397.82,680.2,128.4
Potato,Gujarat,Zaid,49.34,836.76,688.0,143.5
Rice,Punjab,Whole Year,1.49,5.23,798.1,141.8
Wheat,Uttar Pradesh,Zaid,17.21,65.42,350.0,178.5
Cotton,Goa,Whole Year,26.98,64.48,826.9,102.8
Wheat,Madhya Pradesh,Rabi,27.92,136.18,595.2,142.2
Grapes,Tamil Nadu,Rabi,2.71,45.14,613.8,150.2
Tomato,Rajasthan,Kharif,19.82,411.12,730.1,207.5
Tomato,Karnataka,Zaid,30.66,488.4,731.9,187.7
Tomato,Goa,Whole Year,39.51,873.33,669.7,181.2
Rice,Madhya Pradesh,Zaid,24.12,95.53,1028.6,128.3
Banana,Punjab,Whole Year,34.12,1149.26,1277.0,189.1
Grapes,Punjab,Zaid,34.24,474.76,742.3,158.5
Rice,Haryana,Kharif,21.46,86.47,919.6,147.1
Chickpea,Karnataka,Kharif,15.8,30.36,725.7,59.2
Chickpea,Goa,Whole Year,8.81,14.85,447.1,41.3
Cotton,Madhya Pradesh,Rabi,5.15,9.17,557.6,110.0
Grapes,Tamil Nadu,Zaid,21.02,392.85,792.5,113.3
Tomato,Karnataka,Zaid,12.44,273.06,724.7,157.4
Apple,Maharashtra,Rabi,46.16,582.74,760.9,129.0
Maize,Punjab,Whole Year,7.49,34.6,775.2,134.4
Maize,Madhya Pradesh,Kharif,34.63,149.81,294.5,135.0
Tomato,Goa,Zaid,3.9,82.5,475.4,143.6
Apple,Haryana,Kharif,24.92,360.45,879.4,134.3
Maize,Maharashtra,Rabi,32.11,186.89,897.2,150.3
Rice,Haryana,Zaid,11.09,31.06,1011.3,138.6
Cotton,Karnataka,Zaid,27.92,78.33,673.5,83.8
Tomato,Madhya Pradesh,Rabi,9.01,213.97,768.5,155.6
Potato,Uttar Pradesh,Rabi,9.04,160.29,854.3,151.1
Tomato,Goa,Whole Year,21.92,375.36,638.6,164.9
Cotton,Maharashtra,Kharif,17.27,34.32,794.4,74.7
Tomato,Uttar Pradesh,Rabi,49.42,967.28,539.1,142.7
Maize,Goa,Whole Year,36.87,150.42,814.0,72.4
Cotton,Punjab,Zaid,17.88,31.49,753.6,53.6
Maize,Punjab,Rabi,47.39,158.25,901.1,118.0
Maize,Gujarat,Kharif,29.46,136.02,676.0,112.9
Wheat,Goa,Whole Year,18.96,70.45,387.2,135.3
Banana,Maharashtra,Kharif,32.67,1156.96,1361.4,180.1
Grapes,Haryana,Kharif,11.59,171.42,640.9,187.5
Grapes,Punjab,Whole Year,44.58,404.98,379.5,102.2
Maize,Madhya Pradesh,Kharif,32.61,109.45,776.3,116.7
Rice,Karnataka,Kharif,48.74,178.28,927.5,142.4
Potato,Haryana,Rabi,3.67,71.39,734.5,190.3
Cotton,Maharashtra,Whole Year,3.33,5.5,477.2,67.7
Grapes,Karnataka,Zaid,37.99,527.27,501.9,134.7
Rice,Haryana,Kharif,40.59,127.32,966.3,121.9
Cotton,Gujarat,Zaid,23.63,44.95,866.3,94.2
Cotton,Gujarat,Kharif,30.03,70.62,785.2,125.3
Rice,Haryana,Whole Year,16.87,70.2,1035.0,137.7
Chickpea,Uttar Pradesh,Whole Year,2.35,4.4,358.1,57.2
Tomato,Haryana,Whole Year,49.76,1032.0,766.3,131.4
Cotton,Tamil Nadu,Kharif,17.05,26.31,780.7,84.8
Banana,Rajasthan,Whole Year,8.86,310.33,1213.9,186.3
Cotton,Gujarat,Zaid,42.67,82.2,989.9,64.3
Apple,Haryana,Kharif,41.37,481.89,964.1,124.2
Banana,Haryana,Kharif,34.56,1418.83,1021.0,244.4
Maize,Uttar Pradesh,Zaid,17.03,87.88,599.4,135.0
Apple,Maharashtra,Kharif,13.29,165.77,943.3,93.7
Apple,Goa,Rabi,35.59,490.59,1021.6,96.6
Tomato,Haryana,Kharif,31.29,496.97,945.7,116.3
Potato,Punjab,Rabi,12.41,209.68,769.0,175.8
Chickpea,Maharashtra,Kharif,7.53,12.16,284.1,39.7
Cotton,Rajasthan,Kharif,32.24,86.26,916.9,82.3
Tomato,Karnataka,Kharif,18.98,423.04,665.7,194.9
Apple,Uttar Pradesh,Zaid,10.48,128.81,779.1,57.9
Tomato,Uttar Pradesh,Rabi,29.63,610.38,564.8,200.4
Tomato,Punjab,Kharif,42.14,824.88,792.0,159.3
Wheat,Maharashtra,Zaid,3.34,13.33,428.9,140.6
Maize,Tamil Nadu,Whole Year,9.79,39.57,701.0,123.7
Banana,Rajasthan,Kharif,43.64,1428.28,1186.7,197.3
Banana,Gujarat,Zaid,16.93,677.33,1439.8,193.5
Potato,Gujarat,Zaid,33.66,585.57,704.5,142.6
Rice,Punjab,Zaid,38.01,140.9,1055.4,149.3
Maize,Maharashtra,Whole Year,6.55,21.53,464.4,121.2
Chickpea,Tamil Nadu,Whole Year,29.25,63.53,471.4,20.2
Potato,Tamil Nadu,Zaid,18.11,396.21,695.7,205.8
Tomato,Karnataka,Zaid,22.93,387.13,668.6,115.0
Grapes,Madhya Pradesh,Kharif,46.92,626.82,624.8,124.5
Banana,Madhya Pradesh,Kharif,47.93,1298.0,1312.2,150.5
Apple,Karnataka,Rabi,38.22,443.7,1211.1,106.0
Apple,Goa,Rabi,26.49,326.04,857.1,36.7
Chickpea,Karnataka,Zaid,0.98,1.97,265.6,99.0
Apple,Tamil Nadu,Zaid,21.13,347.04,884.1,88.4
Banana,Uttar Pradesh,Kharif,34.81,1226.13,1238.1,162.4
Maize,Rajasthan,Rabi,5.22,24.22,714.7,137.1
Potato,Maharashtra,Kharif,33.98,575.58,640.4,140.2
Cotton,Rajasthan,Kharif,20.33,47.9,744.6,105.5
Potato,Tamil Nadu,Zaid,45.85,859.6,768.9,149.3
Grapes,Maharashtra,Kharif,44.23,552.21,839.3,95.7
Grapes,Tamil Nadu,Rabi,20.08,345.41,560.7,123.7
Wheat,Gujarat,Whole Year,18.39,87.74,970.7,76.6
Rice,Haryana,Kharif,33.29,122.52,991.8,125.6
Banana,Karnataka,Whole Year,30.05,1197.29,1296.8,213.0
Maize,Maharashtra,Kharif,46.48,189.91,670.4,112.2
Maize,Goa,Kharif,8.63,40.97,870.1,105.1
Tomato,Tamil Nadu,Rabi,23.49,471.16,848.4,86.5
Apple,Haryana,Kharif,24.54,338.69,841.7,99.5
Wheat,Tamil Nadu,Zaid,32.95,141.51,384.1,153.7
Maize,Uttar Pradesh,Zaid,35.9,119.92,493.1,85.7
Grapes,Rajasthan,Rabi,30.75,536.46,793.0,161.6
Maize,Maharashtra,Rabi,3.98,16.1,777.4,128.1
Grapes,Uttar Pradesh,Zaid,11.4,200.2,770.1,150.8
Wheat,Karnataka,Zaid,3.25,14.87,606.2,159.7
Chickpea,Madhya Pradesh,Rabi,37.0,61.28,446.0,76.8
Rice,Gujarat,Rabi,14.03,42.08,888.3,115.9
Apple,Madhya Pradesh,Zaid,12.81,140.03,781.1,96.4
Grapes,Goa,Whole Year,42.25,580.0,682.0,92.7
Grapes,Gujarat,Zaid,32.97,558.6,748.9,119.6
Wheat,Tamil Nadu,Whole Year,8.93,27.5,385.6,89.8
Grapes,Tamil Nadu,Whole Year,29.19,420.88,774.4,116.5
Potato,Madhya Pradesh,Whole Year,15.02,268.18,299.4,143.4
Maize,Haryana,Whole Year,39.56,163.21,709.0,79.0
Tomato,Haryana,Kharif,25.76,315.2,553.7,194.0
Cotton,Uttar Pradesh,Whole Year,31.88,89.5,1070.1,94.6
Tomato,Haryana,Zaid,43.4,1059.22,676.3,165.2
Cotton,Gujarat,Zaid,21.16,48.82,871.5,65.7
Potato,Gujarat,Whole Year,36.67,815.86,1013.9,176.5
Wheat,Maharashtra,Zaid,23.79,67.38,496.2,117.3
Maize,Rajasthan,Rabi,22.44,81.82,638.6,92.6
Wheat,Haryana,Whole Year,34.03,155.0,376.6,133.8
Cotton,Goa,Zaid,25.97,54.3,798.6,90.0
Maize,Haryana,Kharif,24.63,94.64,823.8,113.9
Apple,Goa,Whole Year,24.36,219.66,854.4,83.5
Wheat,Haryana,Kharif,46.89,200.45,428.6,109.5
Wheat,Uttar Pradesh,Zaid,12.08,55.55,529.0,136.6
Rice,Rajasthan,Rabi,9.56,33.3,1058.6,116.6
Potato,Rajasthan,Whole Year,29.98,335.2,512.6,156.6
Cotton,Punjab,Kharif,31.17,82.02,1013.4,86.6
Grapes,Tamil Nadu,Whole Year,17.15,287.38,835.4,164.1
Potato,Uttar Pradesh,Kharif,17.49,294.23,507.4,154.9
Maize,Punjab,Kharif,48.19,215.36,880.6,125.4
Chickpea,Rajasthan,Rabi,24.9,47.85,450.1,38.7
Apple,Tamil Nadu,Zaid,2.88,25.64,555.6,63.9
Grapes,Uttar Pradesh,Rabi,10.47,140.4,573.8,109.5
Maize,Karnataka,Whole Year,7.47,34.25,917.9,98.7
Wheat,Haryana,Zaid,7.21,25.15,593.3,137.5
Cotton,Maharashtra,Zaid,48.42,122.41,788.6,116.0
Potato,Karnataka,Rabi,33.64,605.01,366.9,123.2
Chickpea,Tamil Nadu,Rabi,49.5,75.54,314.7,59.4
Tomato,Tamil Nadu,Kharif,32.52,893.64,571.6,188.1
Cotton,Goa,Zaid,25.05,51.5,895.8,67.5
Grapes,Gujarat,Kharif,21.81,321.03,568.4,155.1
Tomato,Karnataka,Whole Year,13.68,321.44,599.7,161.0
Wheat,Madhya Pradesh,Zaid,20.35,66.34,465.7,117.2
Potato,Gujarat,Kharif,15.31,337.61,571.3,85.9
Cotton,Karnataka,Zaid,43.53,95.66,797.1,109.6
Maize,Punjab,Rabi,22.51,80.24,782.1,110.6
Wheat,Punjab,Kharif,31.17,149.08,607.3,157.9
Maize,Uttar Pradesh,Rabi,21.73,102.56,702.9,121.0
Chickpea,Tamil Nadu,Kharif,10.06,16.8,396.9,64.8
Apple,Madhya Pradesh,Zaid,16.95,180.79,1132.4,102.5
Apple,Gujarat,Zaid,26.6,300.57,924.7,63.3
Cotton,Rajasthan,Kharif,39.62,85.95,836.6,94.3
Maize,Punjab,Whole Year,25.79,95.11,459.9,147.2
Rice,Punjab,Kharif,34.47,107.91,753.5,117.4
Chickpea,Haryana,Zaid,17.7,35.64,453.1,91.5
Chickpea,Tamil Nadu,Whole Year,49.91,76.9,357.5,20.0
Potato,Karnataka,Kharif,33.79,684.56,792.2,142.1
Potato,Rajasthan,Whole Year,37.4,693.55,637.0,122.2
Wheat,Tamil Nadu,Kharif,34.45,134.47,737.1,158.5
Grapes,Haryana,Whole Year,45.38,590.65,461.4,119.7
Chickpea,Uttar Pradesh,Rabi,4.18,7.95,598.1,61.7
Rice,Tamil Nadu,Whole Year,31.04,94.04,1022.8,112.0
Wheat,Gujarat,Kharif,38.31,162.4,258.9,182.2
Rice,Goa,Rabi,27.08,101.7,1001.0,170.6
Apple,Uttar Pradesh,Zaid,25.23,357.26,872.9,91.1
Grapes,Haryana,Kharif,11.68,130.49,880.0,84.7
Wheat,Maharashtra,Whole Year,19.57,82.63,435.6,123.3
Grapes,Haryana,Zaid,19.99,373.14,719.3,100.0
Apple,Gujarat,Kharif,33.05,333.56,928.5,65.9
Chickpea,Uttar Pradesh,Whole Year,24.76,41.26,452.9,60.6
Maize,Punjab,Kharif,23.64,106.93,970.7,122.2
Rice,Goa,Whole Year,7.95,23.22,806.0,138.0
Rice,Karnataka,Kharif,40.15,160.72,1222.6,131.8
Cotton,Gujarat,Rabi,27.24,47.75,799.9,82.2
Tomato,Uttar Pradesh,Kharif,29.74,655.64,882.3,175.1
Chickpea,Gujarat,Rabi,40.32,66.98,489.9,38.2
Rice,Gujarat,Rabi,41.16,151.85,1315.0,118.3
Wheat,Gujarat,Kharif,42.34,180.28,402.9,121.0
Tomato,Uttar Pradesh,Rabi,35.81,913.85,652.6,155.5
Cotton,Karnataka,Rabi,31.01,52.12,709.9,125.5
Chickpea,Madhya Pradesh,Zaid,24.68,50.56,347.3,75.2
Chickpea,Madhya Pradesh,Zaid,18.69,26.86,583.9,20.0
Grapes,Goa,Zaid,34.6,464.06,652.1,158.3
Grapes,Madhya Pradesh,Kharif,43.29,666.46,752.9,129.8
Banana,Maharashtra,Kharif,13.05,403.54,1496.5,214.6
Rice,Madhya Pradesh,Kharif,24.87,82.75,1015.7,160.4
Banana,Haryana,Kharif,19.03,708.1,1171.6,166.7
Banana,Madhya Pradesh,Zaid,21.81,644.22,1426.7,196.8
Maize,Maharashtra,Rabi,38.41,160.93,512.1,109.7
Potato,Uttar Pradesh,Zaid,2.17,24.8,536.9,172.2
Cotton,Gujarat,Kharif,25.89,62.1,865.5,95.0
Potato,Madhya Pradesh,Whole Year,15.91,319.49,439.3,180.9
Cotton,Uttar Pradesh,Whole Year,20.4,46.11,533.2,119.8
Tomato,Goa,Rabi,4.54,102.21,737.8,147.4
Cotton,Gujarat,Zaid,44.09,92.18,698.6,77.8
Wheat,Punjab,Whole Year,16.51,65.95,337.1,102.8
Apple,Tamil Nadu,Kharif,37.05,463.25,999.9,71.3
Maize,Karnataka,Kharif,43.06,192.14,598.4,66.9
Cotton,Uttar Pradesh,Whole Year,30.95,68.05,730.3,65.5
Apple,Punjab,Rabi,38.88,437.76,862.3,119.6
Grapes,Goa,Rabi,19.7,383.05,910.8,175.6
Rice,Karnataka,Rabi,35.56,104.95,878.8,122.1
Grapes,Tamil Nadu,Rabi,5.79,109.02,712.8,153.1
Wheat,Madhya Pradesh,Zaid,27.56,123.77,274.5,146.3
Apple,Haryana,Zaid,7.72,89.88,842.4,75.0
Apple,Gujarat,Kharif,47.63,760.61,1366.5,149.9
Grapes,Tamil Nadu,Whole Year,26.04,448.41,730.2,135.4
Rice,Maharashtra,Rabi,34.81,133.93,1269.3,112.0
Potato,Punjab,Whole Year,34.33,690.86,699.9,162.4
Tomato,Rajasthan,Whole Year,42.4,867.95,657.4,181.0
Potato,Tamil Nadu,Rabi,14.33,278.99,665.9,122.5
Maize,Uttar Pradesh,Rabi,48.24,222.33,951.2,121.4
Chickpea,Karnataka,Rabi,3.14,5.23,286.2,66.7
Apple,Rajasthan,Whole Year,1.04,12.84,1027.4,117.4
Chickpea,Rajasthan,Zaid,18.72,29.47,222.3,48.2
Grapes,Goa,Whole Year,32.03,550.4,736.3,162.3
Chickpea,Haryana,Zaid,9.54,15.52,451.1,51.2
Tomato,Rajasthan,Zaid,31.07,770.85,813.1,177.5
Maize,Gujarat,Whole Year,1.53,6.69,377.0,96.8
Potato,Gujarat,Rabi,6.66,124.82,470.6,138.0
Apple,Madhya Pradesh,Zaid,3.23,43.44,1059.0,90.2
Maize,Rajasthan,Whole Year,46.36,224.8,495.1,127.1
Apple,Haryana,Rabi,7.3,89.17,844.6,106.5
Grapes,Haryana,Zaid,41.1,477.9,711.3,95.6
Maize,Goa,Whole Year,12.07,52.25,471.6,76.2
Rice,Haryana,Kharif,30.08,100.78,1230.1,104.3
Tomato,Maharashtra,Kharif,14.47,334.17,582.5,117.3
Maize,Maharashtra,Zaid,44.4,184.9,617.8,106.1
Wheat,Rajasthan,Zaid,14.49,74.92,667.6,142.5
Chickpea,Madhya Pradesh,Kharif,33.69,52.17,251.1,41.0
Cotton,Punjab,Whole Year,39.01,70.89,655.4,96.5
Wheat,Madhya Pradesh,Kharif,33.1,135.04,492.7,138.6
Rice,Tamil Nadu,Kharif,17.39,49.48,965.4,101.0
Chickpea,Punjab,Rabi,5.48,8.03,605.3,72.3
Cotton,Goa,Rabi,20.4,35.4,575.5,66.8
Potato,Uttar Pradesh,Rabi,17.65,251.71,382.6,147.9
Wheat,Madhya Pradesh,Zaid,28.31,109.79,531.1,104.9
Wheat,Tamil Nadu,Whole Year,19.05,67.81,526.5,112.0
Tomato,Madhya Pradesh,Zaid,23.59,655.35,1001.0,153.2
Wheat,Rajasthan,Whole Year,12.94,56.63,624.5,97.5
Banana,Gujarat,Kharif,42.34,1793.29,1322.8,171.3
Potato,Tamil Nadu,Zaid,16.54,314.14,462.4,121.9
Apple,Karnataka,Kharif,21.31,278.61,982.7,106.8
Grapes,Punjab,Whole Year,32.83,550.07,451.0,149.8
Apple,Maharashtra,Rabi,11.63,145.36,865.6,129.2
Maize,Karnataka,Whole Year,7.45,32.3,777.1,71.7
Grapes,Haryana,Whole Year,17.47,261.34,818.7,138.4
Grapes,Haryana,Rabi,21.35,313.46,497.1,154.1
Grapes,Madhya Pradesh,Rabi,5.55,78.75,683.8,135.6
Maize,Gujarat,Kharif,21.56,87.39,823.9,106.7
Banana,Goa,Rabi,25.49,1075.52,1462.4,159.8
Chickpea,Gujarat,Zaid,4.06,6.55,553.5,20.0
Cotton,Uttar Pradesh,Kharif,43.01,93.8,844.1,96.6
Potato,Rajasthan,Whole Year,22.53,321.31,496.4,130.4
Tomato,Maharashtra,Rabi,16.06,299.62,739.9,139.2
Banana,Gujarat,Zaid,38.96,1382.86,1423.1,217.1
Wheat,Gujarat,Zaid,47.28,209.03,575.0,136.0
Chickpea,Gujarat,Zaid,4.29,8.57,561.4,51.9
Rice,Madhya Pradesh,Whole Year,33.52,130.27,1130.4,89.1
Maize,Haryana,Rabi,47.16,211.15,705.7,90.9
Chickpea,Gujarat,Whole Year,14.64,36.69,610.9,44.8
Chickpea,Maharashtra,Zaid,18.48,31.41,242.8,30.4
Wheat,Madhya Pradesh,Rabi,41.35,205.69,465.4,148.0
Chickpea,Madhya Pradesh,Whole Year,36.78,58.28,553.9,20.0
Chickpea,Maharashtra,Kharif,43.18,82.44,748.9,93.0
Chickpea,Uttar Pradesh,Zaid,36.24,62.18,578.9,36.3
Cotton,Uttar Pradesh,Whole Year,42.68,66.76,803.8,88.9
Banana,Punjab,Whole Year,22.63,708.39,1096.5,199.7
Cotton,Maharashtra,Kharif,36.11,90.38,611.5,126.1
Cotton,Maharashtra,Kharif,43.96,105.61,758.0,83.0
Potato,Madhya Pradesh,Kharif,18.93,404.77,685.6,158.5
Banana,Karnataka,Zaid,17.02,472.44,1108.2,191.7
Apple,Madhya Pradesh,Whole Year,8.4,128.84,1342.4,79.4
Tomato,Tamil Nadu,Zaid,26.9,559.35,551.6,126.2
Grapes,Madhya Pradesh,Kharif,23.75,361.18,732.3,153.7
Cotton,Haryana,Whole Year,28.9,64.94,849.2,86.9
Chickpea,Goa,Rabi,27.56,39.78,415.5,20.0
Wheat,Maharashtra,Kharif,6.66,31.92,947.8,134.4
Rice,Rajasthan,Kharif,13.6,52.28,1138.3,112.2
Chickpea,Madhya Pradesh,Kharif,3.66,8.94,541.0,60.5
