N,P,K,temperature,humidity,ph,rainfall,label
56.8,51.5,48.4,30.66,91.95,6.64,152.12,papaya
45.6,59.0,53.7,28.85,92.26,6.54,134.47,papaya
59.3,60.5,50.1,36.61,94.62,6.89,126.71,papaya
45.3,55.8,48.4,35.08,91.52,6.74,174.33,papaya
54.3,53.6,52.0,26.92,92.23,6.75,145.56,papaya
56.2,60.0,49.9,32.21,92.16,6.7,172.56,papaya
50.7,61.0,50.0,31.68,93.02,6.69,167.34,papaya
56.4,55.0,50.9,35.41,93.46,6.83,162.19,papaya
47.5,67.7,47.7,36.82,92.86,6.65,140.65,papaya
54.5,62.9,48.8,32.58,90.55,6.89,107.53,papaya
57.2,57.1,49.8,36.33,93.89,6.77,167.93,papaya
57.2,61.7,49.2,37.26,93.43,6.84,121.89,papaya
53.9,58.5,47.7,39.08,92.49,6.77,124.8,papaya
46.2,55.0,50.4,35.86,92.63,6.78,133.2,papaya
58.3,63.7,51.2,36.33,92.75,6.62,108.44,papaya
58.0,57.5,50.7,39.37,93.11,6.85,148.31,papaya
49.6,57.3,48.7,38.95,93.16,6.79,188.26,papaya
41.5,60.0,47.8,33.47,92.24,6.81,152.99,papaya
64.0,55.0,51.2,34.07,91.14,6.67,139.75,papaya
62.4,59.4,48.1,33.01,94.18,6.76,133.54,papaya
58.3,60.7,49.2,35.26,92.23,6.81,150.94,papaya
58.2,54.3,48.6,36.81,92.43,6.77,134.28,papaya
61.0,55.0,49.8,36.25,93.48,6.71,213.59,papaya
57.1,53.2,50.6,32.16,92.86,6.75,147.6,papaya
48.9,61.6,48.1,29.62,92.81,6.88,132.66,papaya
59.7,62.0,51.4,32.41,91.59,6.57,135.8,papaya
62.9,52.8,51.2,30.17,92.59,6.81,121.92,papaya
56.1,55.8,51.2,34.32,92.55,6.88,168.18,papaya
50.4,57.1,49.9,33.78,94.6,6.78,73.74,papaya
51.4,49.4,49.5,26.54,91.77,6.62,158.45,papaya
55.0,58.8,49.8,28.62,92.93,6.91,159.32,papaya
52.2,51.5,48.5,35.09,93.39,6.77,173.0,papaya
59.7,59.6,48.9,34.11,91.79,6.75,156.58,papaya
66.2,52.0,50.8,38.68,93.13,6.82,165.57,papaya
63.7,53.0,47.7,33.48,90.7,6.85,187.73,papaya
52.1,56.0,49.9,33.68,92.61,6.8,138.96,papaya
61.3,59.4,49.0,38.17,91.37,6.74,178.84,papaya
50.2,58.8,50.9,30.49,92.44,6.74,125.69,papaya
70.3,54.3,51.7,32.13,91.59,6.76,167.72,papaya
61.1,64.0,54.9,34.38,91.95,6.79,135.68,papaya
61.2,52.1,53.9,36.5,91.1,6.69,173.56,papaya
62.8,52.2,51.2,26.68,92.43,6.84,125.7,papaya
45.0,58.1,49.0,35.7,91.76,6.69,74.26,papaya
56.1,56.8,48.0,34.18,93.36,6.73,154.39,papaya
56.8,52.5,53.4,31.85,93.05,6.81,140.11,papaya
59.0,58.5,47.6,32.34,91.99,6.71,99.36,papaya
62.5,64.2,51.6,37.95,92.21,6.7,117.75,papaya
59.3,58.4,49.9,38.03,92.84,6.68,121.17,papaya
59.5,61.8,50.9,40.14,93.86,6.79,115.65,papaya
46.3,55.9,51.3,39.89,92.85,6.85,136.41,papaya
59.2,60.9,46.7,32.05,93.29,6.77,103.12,papaya
38.8,56.0,49.9,30.41,92.62,6.79,168.47,papaya
39.3,52.0,49.5,35.5,92.91,6.79,131.58,papaya
52.8,54.5,51.3,30.28,93.21,6.77,143.42,papaya
50.6,51.9,48.9,32.34,90.53,6.73,177.35,papaya
58.8,55.4,50.1,31.55,92.62,6.88,178.9,papaya
58.5,55.4,51.2,27.6,92.29,6.8,170.91,papaya
59.5,58.7,49.7,35.38,91.71,6.68,147.16,papaya
56.2,49.9,50.8,36.2,92.44,6.95,121.1,papaya
52.6,55.9,49.9,32.35,91.33,6.7,141.58,papaya
63.2,66.7,52.2,30.79,91.92,6.74,207.46,papaya
53.9,52.0,49.2,36.15,93.07,6.73,168.92,papaya
39.8,57.9,51.4,30.58,91.8,6.59,200.65,papaya
50.2,58.5,51.0,38.79,92.37,6.71,151.06,papaya
63.6,56.8,48.4,28.11,91.48,6.82,133.78,papaya
50.9,54.5,50.1,32.66,92.27,6.86,198.83,papaya
44.3,58.9,48.7,32.63,92.76,6.73,153.07,papaya
59.5,58.7,48.9,31.3,91.3,6.68,213.67,papaya
49.7,52.5,50.5,33.11,92.34,6.87,164.22,papaya
51.5,55.7,49.2,36.56,92.24,6.6,143.31,papaya
44.8,66.6,48.4,32.93,92.72,6.73,134.85,papaya
57.8,63.9,51.3,38.67,91.63,6.78,150.43,papaya
57.3,63.2,49.6,32.08,92.94,6.6,136.71,papaya
54.1,53.7,51.8,29.78,92.39,6.77,192.37,papaya
54.9,61.4,51.2,33.93,91.59,6.63,148.73,papaya
51.4,61.3,51.2,32.85,91.54,6.79,109.37,papaya
49.9,53.4,49.8,37.6,92.5,6.71,91.6,papaya
58.7,54.2,50.2,32.26,93.2,6.74,142.94,papaya
58.2,66.3,51.5,33.19,92.5,6.71,111.75,papaya
51.3,54.3,51.1,29.75,93.61,6.81,145.72,papaya
55.0,55.2,50.5,37.31,91.91,6.62,169.61,papaya
57.2,52.8,48.8,30.49,91.9,6.72,135.67,papaya
50.7,54.3,49.6,34.09,92.24,6.85,162.78,papaya
44.4,59.7,51.0,31.98,91.25,6.75,144.73,papaya
47.5,51.5,49.9,32.68,92.15,6.74,106.4,papaya
52.1,59.7,49.4,27.65,92.11,6.66,154.35,papaya
57.1,50.6,51.3,29.61,93.8,6.75,101.38,papaya
47.4,59.0,49.3,33.16,93.84,6.69,147.1,papaya
64.5,58.6,47.3,35.27,91.53,6.87,116.2,papaya
74.8,63.6,48.7,33.57,93.13,6.82,160.48,papaya
29.2,17.0,9.4,26.33,95.79,6.06,182.11,coconut
27.7,9.0,10.5,26.61,97.0,5.75,202.16,coconut
25.3,19.5,12.8,26.78,95.1,6.04,169.84,coconut
24.9,14.5,9.9,25.33,95.14,5.98,172.18,coconut
25.7,11.5,13.2,26.45,94.28,5.84,177.88,coconut
29.6,21.8,11.4,26.77,93.96,5.76,174.32,coconut
24.2,21.9,10.5,27.31,96.3,5.92,149.08,coconut
29.6,23.2,7.7,27.25,95.07,6.03,203.07,coconut
29.5,20.2,10.8,26.81,93.9,5.99,163.21,coconut
23.9,16.0,8.9,26.57,94.01,6.08,151.81,coconut
24.6,18.0,9.5,26.41,92.12,6.06,187.75,coconut
26.6,21.8,10.3,26.74,94.73,6.11,152.53,coconut
22.0,24.1,5.9,26.43,96.26,5.98,171.09,coconut
25.4,16.0,10.1,26.16,96.16,6.24,175.39,coconut
20.4,15.3,9.7,26.75,92.99,5.87,185.59,coconut
28.1,14.9,7.8,28.14,95.67,5.96,191.26,coconut
24.6,21.1,10.3,26.55,94.33,5.76,208.19,coconut
21.9,11.8,9.6,26.02,94.42,6.11,193.26,coconut
27.7,16.2,10.1,26.7,91.86,6.1,154.43,coconut
31.8,15.8,9.7,26.12,93.56,6.38,192.39,coconut
19.8,23.8,12.0,26.36,94.96,6.0,208.73,coconut
22.3,18.1,9.3,25.78,97.79,5.8,180.99,coconut
19.2,15.8,10.7,26.09,95.38,5.96,195.87,coconut
29.5,15.1,10.1,26.59,95.43,6.0,180.51,coconut
24.2,18.0,12.2,26.82,95.55,6.12,175.06,coconut
26.1,13.0,12.1,25.11,94.37,6.19,155.91,coconut
26.3,14.7,9.4,26.97,94.8,5.66,162.04,coconut
28.3,19.4,12.9,27.34,93.99,6.42,177.89,coconut
21.8,14.9,6.2,27.3,96.89,5.83,173.89,coconut
25.3,13.5,7.1,26.39,94.02,5.94,181.03,coconut
29.8,16.2,10.3,26.86,95.33,5.9,179.03,coconut
26.8,12.8,12.1,27.22,93.42,6.03,187.67,coconut
23.2,19.5,10.3,25.77,95.19,5.82,192.37,coconut
22.8,16.8,12.3,26.75,92.88,5.83,168.01,coconut
26.3,19.0,8.6,25.92,94.92,5.97,211.66,coconut
25.1,25.1,8.0,25.71,92.82,6.2,205.3,coconut
22.4,15.6,8.1,25.59,95.58,6.04,177.67,coconut
20.3,24.3,9.2,26.77,92.32,5.97,182.11,coconut
26.1,18.1,10.8,25.93,94.8,6.02,181.17,coconut
25.2,12.2,7.8,25.39,95.73,6.14,190.86,coconut
26.0,8.6,8.3,26.59,94.7,5.96,183.34,coconut
25.0,18.0,8.9,26.99,93.85,5.78,165.29,coconut
23.8,21.6,9.9,26.41,92.63,6.13,167.18,coconut
24.7,23.7,10.8,25.69,91.85,5.99,158.3,coconut
27.2,17.7,10.3,26.15,97.11,6.47,173.09,coconut
26.2,17.9,9.6,26.08,92.87,5.81,183.92,coconut
23.3,6.8,10.7,26.48,96.52,6.06,154.09,coconut
17.6,14.5,9.0,26.97,94.49,6.19,156.52,coconut
28.2,20.5,6.6,27.16,94.64,6.07,163.81,coconut
29.3,12.6,11.4,26.91,93.04,6.33,181.17,coconut
27.2,11.1,13.5,25.89,96.04,5.83,167.7,coconut
27.6,21.8,7.9,27.05,96.07,5.84,202.81,coconut
20.1,14.9,10.8,26.07,94.9,6.04,174.54,coconut
27.8,16.5,10.4,27.07,95.69,6.13,159.3,coconut
26.7,13.8,7.9,26.46,93.14,6.13,190.4,coconut
18.7,14.0,7.6,26.27,95.18,5.96,168.16,coconut
29.3,7.9,12.1,26.23,94.38,5.91,201.93,coconut
20.9,17.5,10.9,25.69,93.12,5.98,163.46,coconut
22.3,16.0,11.1,26.33,96.12,5.83,157.68,coconut
31.4,14.8,7.8,25.63,96.11,5.94,173.48,coconut
24.5,21.7,9.7,27.67,94.7,6.18,190.25,coconut
24.9,15.1,10.6,26.76,93.64,6.03,197.07,coconut
31.9,21.1,13.1,26.19,95.55,6.22,163.31,coconut
23.4,24.7,8.4,25.83,96.79,6.2,184.34,coconut
24.8,15.7,10.5,27.29,94.86,6.36,163.28,coconut
24.9,15.9,8.2,26.42,95.13,6.09,211.87,coconut
26.5,22.3,10.1,27.34,98.1,6.09,161.78,coconut
23.2,18.7,10.8,26.85,95.19,6.0,167.43,coconut
26.3,25.2,11.7,26.77,96.04,5.94,169.45,coconut
22.5,17.0,9.3,27.1,93.79,5.87,208.26,coconut
23.5,18.1,10.8,25.93,96.35,6.11,202.17,coconut
22.7,17.9,10.1,26.63,92.32,6.02,154.91,coconut
26.2,8.6,6.9,26.91,93.68,5.84,197.62,coconut
26.1,21.1,9.7,27.84,93.59,6.29,176.53,coconut
19.5,19.5,10.5,25.97,93.12,6.0,183.04,coconut
16.8,21.9,9.2,25.83,95.91,6.0,196.76,coconut
26.5,17.5,9.7,26.74,93.88,5.86,187.16,coconut
24.5,17.6,11.8,26.44,94.52,5.9,184.32,coconut
26.2,21.3,9.0,26.27,95.69,6.04,163.15,coconut
29.4,10.4,11.3,25.87,97.33,5.74,195.74,coconut
24.7,16.0,10.3,26.82,93.14,5.86,187.79,coconut
19.3,15.1,15.1,26.02,96.22,5.9,185.56,coconut
27.2,22.2,9.7,27.49,93.62,6.04,181.38,coconut
21.3,16.3,10.3,26.28,98.16,5.86,196.17,coconut
27.9,17.4,8.6,26.12,93.72,5.7,161.61,coconut
20.1,23.1,11.0,26.89,95.38,6.03,200.63,coconut
23.0,17.9,11.2,25.84,99.14,6.0,179.75,coconut
29.2,21.3,10.1,26.57,92.24,5.91,185.69,coconut
26.5,22.6,9.8,25.81,96.09,6.24,191.72,coconut
24.5,21.9,15.7,26.56,92.53,5.9,187.4,coconut
19.7,18.2,10.6,27.27,96.47,6.14,143.26,coconut
28.1,20.4,10.4,25.63,93.33,5.81,145.6,coconut
25.0,14.2,14.4,26.42,96.44,5.74,169.11,coconut
25.3,13.7,9.3,26.39,94.15,6.31,183.49,coconut
26.6,19.7,11.0,26.46,94.02,6.03,195.82,coconut
28.8,16.5,11.3,26.4,94.55,5.92,174.62,coconut
29.5,17.9,10.2,25.78,94.04,5.96,164.37,coconut
25.1,15.7,10.1,26.56,93.07,5.93,178.73,coconut
28.9,18.6,8.9,26.7,97.06,6.15,186.17,coconut
27.4,23.5,11.8,26.78,96.1,5.82,153.71,coconut
125.8,47.8,19.1,24.55,76.9,6.7,72.58,cotton
116.8,53.7,17.7,23.61,81.51,7.14,69.46,cotton
128.4,48.7,23.9,24.27,79.76,6.59,71.28,cotton
120.9,53.2,20.0,24.38,82.52,6.04,81.39,cotton
125.3,49.3,18.6,23.5,80.81,7.77,80.02,cotton
131.3,46.7,19.0,23.48,79.19,6.15,71.38,cotton
122.2,46.8,20.2,24.24,79.98,6.69,65.18,cotton
122.1,43.4,20.8,24.61,81.56,7.18,74.33,cotton
122.4,44.4,17.5,24.66,79.71,6.44,70.87,cotton
120.7,47.7,21.8,23.77,76.25,6.83,74.22,cotton
123.9,44.9,20.4,24.04,79.96,7.05,72.85,cotton
122.6,53.3,20.9,24.55,82.04,7.09,79.64,cotton
117.1,48.4,19.7,25.12,81.55,6.67,76.86,cotton
125.8,49.4,18.3,24.24,79.62,7.0,71.38,cotton
122.1,52.4,18.2,23.35,79.91,6.62,70.57,cotton
125.5,41.2,18.3,25.37,80.77,6.63,77.09,cotton
127.8,51.6,19.8,24.65,76.6,6.51,75.82,cotton
126.6,43.7,20.4,23.58,79.54,7.28,79.54,cotton
120.0,43.1,19.3,23.98,78.9,7.28,76.74,cotton
127.0,42.2,21.9,22.12,81.39,7.24,72.84,cotton
131.4,47.2,20.1,24.23,85.31,7.39,78.51,cotton
120.4,48.1,18.6,24.55,80.23,6.49,75.41,cotton
120.8,48.1,18.6,24.02,81.25,6.88,73.05,cotton
126.0,50.4,18.2,24.17,82.2,7.11,75.29,cotton
128.2,49.4,21.3,22.65,77.41,7.27,67.47,cotton
127.0,46.0,18.3,24.23,80.34,7.67,71.88,cotton
132.2,49.0,18.9,24.53,80.94,6.91,76.33,cotton
122.0,44.1,21.3,23.85,79.87,7.0,76.33,cotton
117.9,52.9,20.2,23.86,80.72,6.99,78.84,cotton
127.7,50.5,22.3,24.59,79.73,6.49,83.34,cotton
123.8,45.5,17.1,24.23,80.25,6.34,77.27,cotton
122.5,58.7,19.1,23.71,78.54,7.37,73.14,cotton
121.4,50.4,17.7,24.42,82.97,7.11,78.19,cotton
129.4,54.6,22.0,24.29,81.51,6.58,78.88,cotton
120.0,46.0,14.9,24.27,78.93,7.31,76.95,cotton
130.6,43.0,21.7,25.4,81.27,7.19,75.85,cotton
122.4,50.7,17.5,23.72,77.05,6.64,78.21,cotton
127.5,47.7,20.3,22.74,79.38,6.65,71.7,cotton
128.0,43.9,19.0,22.61,79.51,6.5,75.4,cotton
120.2,47.9,19.8,25.11,80.83,6.23,68.68,cotton
125.3,43.6,15.1,24.9,81.2,7.09,71.96,cotton
127.1,44.6,20.3,23.39,82.53,6.32,81.16,cotton
125.2,45.5,20.3,24.49,82.28,7.01,70.55,cotton
125.3,55.1,22.2,24.61,81.33,7.16,80.79,cotton
122.7,41.9,20.1,23.45,78.24,6.64,87.43,cotton
125.7,49.0,18.0,22.77,78.63,7.43,76.67,cotton
128.0,50.6,19.0,24.93,78.95,7.42,77.21,cotton
116.1,44.4,17.0,24.78,79.96,6.08,76.88,cotton
122.3,41.3,22.8,24.07,79.51,6.75,67.43,cotton
118.5,52.9,19.2,24.01,76.59,6.42,78.05,cotton
126.9,54.8,22.2,23.85,80.79,6.78,85.27,cotton
130.7,48.2,20.3,24.96,80.97,7.47,64.03,cotton
127.3,45.4,22.9,25.03,80.05,7.46,83.92,cotton
125.4,57.8,19.9,23.86,81.44,6.77,75.43,cotton
132.0,47.6,17.2,24.24,78.84,7.22,78.48,cotton
132.4,51.3,21.8,23.55,81.34,7.62,71.56,cotton
134.0,45.2,18.6,24.2,81.19,7.23,70.19,cotton
127.2,44.6,17.5,23.38,78.75,7.09,80.76,cotton
117.6,49.0,18.0,24.42,78.96,6.51,79.0,cotton
122.1,46.2,16.3,24.63,81.37,6.9,67.36,cotton
131.0,44.7,19.2,25.54,78.83,7.17,77.81,cotton
127.0,48.7,20.6,24.18,79.91,7.45,68.44,cotton
130.1,50.9,21.2,24.74,79.85,6.21,74.64,cotton
120.0,44.5,17.9,23.68,79.01,6.03,78.5,cotton
136.1,50.0,19.7,23.96,79.3,6.93,74.81,cotton
120.8,54.5,17.5,24.48,79.83,7.6,76.7,cotton
123.2,46.5,20.1,23.24,78.72,6.25,70.39,cotton
125.5,48.8,16.7,23.91,80.94,6.84,71.83,cotton
122.9,45.2,18.9,24.12,83.85,6.63,73.41,cotton
124.7,44.6,21.8,22.42,79.11,7.2,73.53,cotton
120.9,49.3,21.5,24.14,78.66,7.07,72.99,cotton
128.7,53.7,15.7,24.07,77.11,7.8,72.66,cotton
128.7,47.4,18.7,23.39,82.64,7.25,84.72,cotton
125.3,48.7,19.6,23.81,78.26,6.93,71.05,cotton
127.2,48.2,20.5,25.12,79.94,7.18,85.26,cotton
131.5,52.3,19.5,24.15,77.8,7.08,76.37,cotton
125.1,51.8,18.0,25.09,81.5,6.87,74.26,cotton
127.4,53.8,20.2,24.1,80.03,7.55,73.16,cotton
124.9,53.6,20.2,24.76,78.48,6.82,82.42,cotton
121.6,46.9,20.4,23.34,79.31,6.94,75.23,cotton
131.4,53.9,18.6,24.07,81.12,7.46,78.59,cotton
126.5,50.3,21.1,23.38,80.32,7.44,73.96,cotton
125.6,46.5,16.1,24.01,80.5,6.71,69.23,cotton
120.6,50.7,23.3,24.92,77.76,7.21,71.68,cotton
122.1,45.6,21.2,24.64,79.84,6.87,77.32,cotton
127.8,52.4,17.9,24.01,78.22,6.88,73.87,cotton
124.8,44.2,17.5,22.6,79.78,6.74,71.62,cotton
131.6,43.9,22.4,25.08,76.75,6.93,73.0,cotton
110.4,41.5,21.3,25.35,81.5,7.02,74.89,cotton
133.4,56.5,19.0,22.67,76.5,7.38,74.76,cotton
125.9,40.0,18.7,23.8,80.35,6.75,69.81,cotton
121.1,52.5,20.4,24.41,78.5,5.82,72.38,cotton
120.7,49.0,25.5,24.46,84.56,7.11,71.85,cotton
126.7,54.9,23.0,23.62,80.42,6.38,79.12,cotton
132.8,47.7,18.9,24.24,80.7,6.93,75.89,cotton
124.1,51.6,21.2,23.34,78.32,6.81,78.68,cotton
125.7,44.8,20.4,23.78,81.47,7.02,73.42,cotton
126.2,53.0,19.1,24.27,79.88,7.06,71.73,cotton
125.6,52.1,18.4,23.11,77.85,6.47,77.98,cotton
118.0,46.3,21.0,24.28,79.36,6.97,75.54,cotton
73.9,42.0,43.7,24.9,84.13,6.58,174.29,jute
68.3,40.5,43.2,24.24,83.2,6.41,166.22,jute
73.3,42.3,41.5,24.73,79.31,6.67,172.34,jute
70.4,40.3,41.7,23.59,82.7,6.62,168.56,jute
78.7,46.2,41.9,24.75,81.81,6.3,170.65,jute
70.4,45.6,39.4,24.92,80.89,6.5,170.11,jute
81.5,40.6,40.2,24.11,79.48,6.69,168.48,jute
70.2,43.2,38.6,24.09,78.43,6.68,182.86,jute
82.5,40.7,43.6,24.0,81.81,6.53,167.74,jute
71.3,42.4,41.0,24.83,78.43,6.47,167.36,jute
74.4,42.0,38.4,24.63,83.77,6.58,171.39,jute
77.8,41.1,41.1,24.14,83.05,6.78,169.83,jute
72.1,41.2,42.3,23.87,78.89,6.57,174.87,jute
73.6,38.8,39.3,24.45,78.95,6.86,182.66,jute
74.6,43.1,36.4,24.29,81.67,6.6,168.86,jute
86.4,47.0,40.8,25.07,76.29,6.52,171.08,jute
73.8,41.3,35.7,24.69,80.91,7.07,168.43,jute
70.6,35.8,39.5,24.95,78.98,7.2,172.86,jute
75.7,39.1,40.5,23.51,81.16,6.87,186.33,jute
69.9,42.9,40.9,24.72,78.56,6.14,177.89,jute
74.2,41.1,41.3,24.48,77.8,6.25,165.59,jute
87.0,44.3,40.3,24.41,79.59,6.97,170.91,jute
77.9,41.6,43.2,24.87,82.08,6.56,183.82,jute
73.4,42.8,42.7,23.98,80.34,6.8,179.33,jute
72.7,47.7,37.8,25.23,82.03,7.14,161.76,jute
70.7,46.2,36.9,23.7,79.19,6.74,188.27,jute
74.1,41.0,40.5,24.73,80.74,6.66,158.71,jute
70.4,46.1,40.3,24.34,81.86,6.44,173.12,jute
75.7,41.4,40.2,24.41,77.67,6.74,163.93,jute
75.8,45.9,39.5,23.91,79.79,6.51,179.95,jute
74.3,46.8,41.9,24.42,81.19,6.61,175.28,jute
73.2,44.4,42.4,24.9,81.54,6.92,179.59,jute
69.3,46.8,43.0,24.38,79.38,6.84,179.59,jute
74.0,39.4,40.5,24.78,81.21,6.78,172.74,jute
80.0,42.7,39.2,24.41,77.09,6.66,180.74,jute
76.7,46.3,39.6,24.74,81.32,7.25,176.21,jute
69.8,44.6,43.1,24.34,81.4,6.99,183.48,jute
75.6,40.8,39.9,24.73,81.51,6.78,171.83,jute
77.8,44.7,40.6,24.08,79.7,6.92,163.47,jute
64.5,46.3,40.9,24.8,78.21,6.87,177.29,jute
67.1,46.1,40.3,24.3,79.37,6.23,179.94,jute
76.3,42.0,42.1,23.81,79.01,6.5,172.68,jute
75.3,43.6,39.4,24.06,82.81,7.26,176.19,jute
71.2,46.2,37.6,24.33,78.84,6.43,172.67,jute
70.7,42.5,40.0,24.19,79.38,6.65,181.75,jute
74.3,44.6,41.0,24.79,82.31,6.44,171.06,jute
83.8,41.9,35.3,24.4,80.22,6.09,186.12,jute
71.4,43.3,39.6,23.86,78.22,6.48,184.05,jute
74.3,41.2,38.4,25.1,82.44,6.98,179.1,jute
76.4,39.5,39.6,24.16,76.96,6.95,169.2,jute
81.0,44.7,40.9,24.81,78.97,7.13,175.36,jute
76.5,40.9,38.4,24.74,80.36,6.52,163.01,jute
68.7,45.5,39.0,24.33,82.42,6.44,168.94,jute
71.2,46.5,43.3,24.88,81.31,6.56,191.23,jute
76.3,44.6,39.8,24.37,82.77,6.83,187.09,jute
76.3,40.4,39.0,24.55,78.96,6.44,185.01,jute
72.3,42.8,40.5,24.21,82.42,6.44,177.18,jute
76.2,42.4,37.8,24.94,81.24,6.54,180.9,jute
76.9,39.3,38.6,25.07,80.52,6.57,167.85,jute
72.4,41.4,38.6,23.63,81.9,6.93,164.39,jute
75.7,40.2,39.6,24.33,79.29,7.17,171.33,jute
71.0,40.6,41.7,23.67,78.73,7.04,177.03,jute
76.0,47.8,40.4,24.15,79.53,6.44,185.47,jute
77.9,45.3,42.0,24.29,78.43,6.69,167.73,jute
75.8,45.3,39.7,24.57,79.84,6.89,169.44,jute
64.0,43.7,41.6,24.72,78.93,6.44,179.12,jute
75.7,42.2,43.0,24.03,82.96,6.71,159.7,jute
74.1,44.9,39.4,23.76,79.73,6.5,179.1,jute
78.9,39.9,38.8,24.88,78.57,6.45,165.18,jute
76.8,43.3,38.9,24.5,82.55,6.47,158.74,jute
77.3,42.2,38.8,24.83,81.4,6.18,169.56,jute
86.6,44.0,41.1,25.09,80.03,6.89,180.98,jute
77.7,41.7,40.3,24.21,80.02,6.43,168.41,jute
73.6,40.1,39.2,24.42,80.67,6.92,171.14,jute
81.7,44.8,40.8,24.58,80.53,6.98,185.2,jute
81.7,42.6,40.9,25.17,78.96,6.63,175.13,jute
79.5,44.8,39.6,23.75,80.41,6.49,162.58,jute
68.7,43.3,42.3,24.52,80.35,6.98,162.13,jute
77.6,42.5,40.9,24.26,78.64,6.73,188.74,jute
79.3,41.2,37.8,23.66,82.19,6.48,172.29,jute
81.6,38.5,42.5,24.37,78.09,6.64,168.98,jute
77.2,40.9,36.8,24.39,77.74,6.75,165.11,jute
72.6,43.0,39.6,24.63,81.13,6.43,174.46,jute
58.4,43.1,39.5,24.01,80.53,6.97,171.03,jute
70.3,42.9,37.8,24.17,82.04,6.71,159.34,jute
66.0,42.9,41.4,23.69,80.75,7.01,190.73,jute
76.7,43.8,36.4,25.55,79.04,6.48,172.87,jute
82.6,48.0,40.2,25.0,80.07,6.46,187.31,jute
71.9,46.3,42.2,24.81,83.05,7.22,173.54,jute
71.0,37.8,43.7,24.28,81.89,6.53,187.82,jute
71.5,39.5,39.7,24.23,80.99,6.69,180.23,jute
73.5,40.8,39.0,25.52,80.38,6.24,170.66,jute
75.5,47.1,41.7,24.04,84.03,6.69,185.39,jute
69.2,36.5,37.7,22.87,83.52,6.75,167.29,jute
77.3,43.0,41.0,25.1,79.52,6.49,181.9,jute
79.0,42.8,43.6,24.28,78.5,6.8,169.38,jute
77.5,40.4,39.3,25.45,79.32,6.51,184.76,jute
69.7,40.8,41.0,24.97,82.03,6.53,179.97,jute
72.7,41.0,42.0,24.23,80.46,6.74,166.08,jute
79.8,43.9,36.7,24.64,78.71,6.96,162.96,jute
95.4,26.2,30.1,26.14,54.94,6.78,159.06,coffee
105.4,27.9,30.0,24.43,58.12,6.76,169.82,coffee
93.9,15.6,29.6,25.26,59.17,6.59,163.45,coffee
103.3,26.5,27.0,25.22,67.68,6.56,157.1,coffee
99.6,26.4,26.0,25.3,59.87,6.71,153.1,coffee
87.9,26.4,28.7,24.49,57.22,6.59,168.23,coffee
100.3,27.1,30.8,25.58,62.32,6.1,153.89,coffee
91.4,28.9,29.8,25.53,54.98,6.67,160.34,coffee
100.7,22.3,28.7,25.69,57.69,6.57,125.49,coffee
94.7,31.0,30.7,25.64,66.62,6.11,142.31,coffee
95.2,27.9,31.5,24.78,63.33,6.43,167.65,coffee
91.5,24.6,29.2,26.38,58.26,6.49,158.84,coffee
100.7,28.0,30.4,25.15,58.83,6.5,155.62,coffee
96.6,25.1,27.5,26.06,60.6,6.67,152.5,coffee
87.4,23.8,29.7,26.12,53.1,6.51,158.92,coffee
93.6,25.2,29.0,24.89,58.64,6.38,161.05,coffee
93.2,22.0,32.9,26.3,53.79,6.37,155.53,coffee
99.4,20.0,31.9,26.19,61.61,6.73,158.15,coffee
100.1,30.2,31.8,24.8,62.11,6.39,158.8,coffee
100.3,20.4,29.8,25.72,58.55,6.55,162.57,coffee
97.3,25.7,32.3,25.89,60.67,6.34,160.89,coffee
99.4,29.3,30.1,23.99,54.33,6.62,145.37,coffee
100.0,25.4,29.7,25.42,57.12,6.5,145.19,coffee
95.3,23.9,29.6,26.27,59.57,6.67,171.72,coffee
102.5,26.8,30.5,26.22,60.3,6.66,160.18,coffee
95.4,28.0,30.2,25.41,58.41,6.53,164.96,coffee
102.7,26.2,31.0,26.56,59.5,6.31,168.76,coffee
94.4,22.7,27.0,25.98,54.6,6.37,159.85,coffee
101.7,22.8,29.8,24.77,58.17,6.54,146.23,coffee
96.1,20.1,31.9,25.93,62.64,6.72,142.18,coffee
95.4,18.7,35.2,25.38,63.46,6.29,164.95,coffee
108.3,24.8,28.3,25.38,52.58,6.49,162.76,coffee
97.3,24.1,30.9,26.0,54.47,6.51,182.95,coffee
89.7,24.7,33.2,26.42,58.29,6.53,152.47,coffee
93.1,24.8,29.5,25.59,57.51,6.29,151.98,coffee
107.5,25.3,29.4,26.13,59.47,6.81,152.45,coffee
101.6,22.5,30.8,25.73,59.81,6.42,144.52,coffee
99.1,27.1,29.8,25.74,59.87,6.52,149.99,coffee
97.6,34.0,30.5,26.04,61.46,6.46,168.67,coffee
95.8,28.5,29.4,24.7,61.22,6.32,159.2,coffee
90.5,23.9,27.6,27.85,54.49,6.5,166.79,coffee
103.5,27.8,29.5,26.63,63.04,6.54,155.51,coffee
95.7,22.0,32.1,26.59,57.05,6.47,150.71,coffee
97.3,25.2,31.6,24.88,57.18,6.71,146.72,coffee
90.1,23.4,29.4,26.8,63.08,6.69,162.75,coffee
103.0,22.7,29.7,24.68,59.3,6.61,154.18,coffee
105.2,21.2,30.8,24.46,60.31,6.62,149.82,coffee
100.7,21.8,27.2,25.96,65.81,6.33,167.78,coffee
97.8,20.5,28.1,25.51,58.65,6.28,131.32,coffee
